deck_id,card_index,card_name,quantity,cost,type,ink,inkable
c25bc1390427d5372b58fcddf06c8f97dc0c774486e31b3bcb35582b1ba30925,13,Junior Woodchuck Guidebook,4,2,item,Amethyst,True
c25bc1390427d5372b58fcddf06c8f97dc0c774486e31b3bcb35582b1ba30925,14,Sail the Azurite Sea,4,2,action,Sapphire,True
c25bc1390427d5372b58fcddf06c8f97dc0c774486e31b3bcb35582b1ba30925,15,Into the Unknown,4,3,song,Sapphire,True
c25bc1390427d5372b58fcddf06c8f97dc0c774486e31b3bcb35582b1ba30925,16,Let It Go,3,5,song,Sapphire,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,0,Captain Hook - Forceful Duelist,4,1,character,Steel,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,1,Olaf - Helping Hand,4,1,character,Amethyst,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,2,Palace Guard - Spectral Sentry,2,1,character,Amethyst,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,3,Calhoun - Marine Sergeant,3,2,character,Steel,False
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,4,Doc - Bold Knight,4,2,character,Steel,False
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,5,Jafar - Royal Vizier,2,2,character,Steel,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,6,Madam Mim - Tiny Adversary,2,2,character,Amethyst,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,7,Cheshire Cat - Inexplicable,4,3,character,Amethyst,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,8,Genie - Magical Researcher,2,3,character,Amethyst,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,9,Giant Cobra - Ghostly Serpent,4,3,character,Steel,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,10,Tinker Bell - Fast Flier,2,3,character,Amethyst,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,11,Angel - Experiment 624,3,4,character,Steel,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,12,Dumbo - Ninth Wonder of the Universe,4,4,character,Amethyst,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,13,Genie - Wish Fulfilled,4,4,character,Amethyst,False
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,14,Yzma - Conniving Chemist,2,4,character,Amethyst,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,15,Elsa - The Fifth Spirit,4,5,character,Amethyst,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,16,Hades - Looking for a Deal,3,5,character,Amethyst,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,17,Demona - Scourge of the Wyvern Clan,3,6,character,Amethyst,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,18,Tinker Bell - Giant Fairy,1,6,character,Steel,True
9cb2fe9129336875c2dfcb1dafde41f074163fe627a117e1ea3f9d7249054bef,19,Strength of a Raging Fire,4,3,song,Steel,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,0,Clarabelle - Clumsy Guest,4,1,character,Emerald,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,1,Tipo - Growing Son,4,2,character,Sapphire,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,2,Clarabelle - Contented Wallflower,2,3,character,Emerald,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,3,Prince Phillip - Royal Explorer,4,3,character,Emerald,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,4,Cinderella - Dream Come True,4,4,character,Sapphire,False
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,5,Donald Duck - Perfect Gentleman,2,4,character,Emerald,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,6,Chernabog - Unnatural Force,2,5,character,Emerald,False
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,7,Moana - Curious Explorer,1,5,character,Sapphire,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,8,John Silver - Alien Pirate,3,6,character,Emerald,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,9,Basil - Undercover Detective,2,7,character,Emerald,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,10,Clarabelle - Light on Her Hooves,4,7,character,Emerald,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,11,Hades - Infernal Schemer,2,7,character,Sapphire,False
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,12,Prince Phillip - Vanquisher of Foes,4,9,character,Emerald,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,13,Develop Your Brain,4,1,action,Sapphire,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,14,Sail the Azurite Sea,4,2,action,Sapphire,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,15,Vision of the Future,4,2,action,Sapphire,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,16,"Malicious, Mean, and Scary",4,3,song,Emerald,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,17,You're Welcome,4,4,song,Emerald,True
fe804cce0e1e3c33473861239782f7c042196d870360caae73b4b861f47f2444,18,Under the Sea,2,8,song,Emerald,False
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,0,Daisy Duck - Donald's Date,4,1,character,Amber,False
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,1,Lilo - Snow Artist,4,1,character,Amber,True
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,2,Mulan - Disguised Soldier,4,1,character,Steel,True
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,3,Angel - Siren Singer,4,2,character,Amber,True
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,4,Doc - Bold Knight,4,2,character,Steel,False
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,5,Lilo - Bundled Up,4,2,character,Steel,False
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,6,Lilo - Escape Artist,4,2,character,Amber,True
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,7,Nala - Undaunted Lioness,4,2,character,Steel,False
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,8,Pudge - Controls the Weather,4,2,character,Amber,True
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,9,Stitch - High Badness Level,4,2,character,Steel,True
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,10,Lady - Family Dog,4,3,character,Amber,True
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,11,Nani - Stage Manager,4,3,character,Amber,True
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,12,Lilo - Rock Star,4,6,character,Amber,True
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,13,Fire the Cannons!,4,1,action,Steel,False
aef18cab27af4430385cdb8c742ba7172438c0f616aa6148778d97252f58b99c,14,Strength of a Raging Fire,4,3,song,Steel,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,0,Mulan - Disguised Soldier,4,1,character,Steel,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,1,Tinker Bell - Fancy Footwork,4,1,character,Ruby,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,2,Lumiere - Fiery Friend,4,2,character,Ruby,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,3,Tinker Bell - Insistent Fairy,4,2,character,Ruby,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,4,Bronx - Ferocious Beast,4,3,character,Ruby,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,5,Lexington - Small in Stature,3,3,character,Steel,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,6,Angel - Experiment 624,4,4,character,Steel,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,7,Pluto - Guard Dog,3,4,character,Steel,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,8,Willie the Giant - Ghost of Christmas Present,2,4,character,Ruby,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,9,Mushu - Majestic Dragon,4,5,character,Steel,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,10,Scar - Finally King,4,5,character,Steel,False
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,11,Maximus - Team Champion,4,6,character,Ruby,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,12,Mushu - Your Worst Nightmare,1,6,character,Steel,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,13,Tinker Bell - Giant Fairy,2,6,character,Steel,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,14,Mulan - Imperial General,3,7,character,Steel,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,15,Mushu's Rocket,2,1,item,Ruby,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,16,Medallion Weights,4,2,item,Ruby,True
c95c7f5b176d8ceca27bcf75cf93a1b6e2154bc3ec0eb5c282b300281f4d3480,17,Strength of a Raging Fire,4,3,song,Steel,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,0,Eilonwy - Princess of Llyr,4,1,character,Amber,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,1,Tipo - Growing Son,4,2,character,Sapphire,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,2,Cinderella - Dream Come True,4,4,character,Sapphire,False
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,3,Moana - Curious Explorer,4,5,character,Sapphire,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,4,Pete - Ghost of Christmas Future,4,5,character,Sapphire,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,5,Hades - Infernal Schemer,4,7,character,Sapphire,False
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,6,Stitch - Carefree Surfer,3,7,character,Amber,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,7,Inkrunner,2,2,item,Sapphire,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,8,The Black Cauldron,2,3,item,Amber,False
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,9,Develop Your Brain,4,1,action,Sapphire,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,10,Sail the Azurite Sea,4,2,action,Sapphire,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,11,Vision of the Future,4,2,action,Sapphire,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,12,Ohana Means Family,4,3,action,Amber,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,13,The Horseman Strikes!,4,3,action,Amber,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,14,Spooky Sight,2,6,action,Sapphire,False
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,15,Raging Storm,3,8,action,Amber,False
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,16,World's Greatest Criminal Mind,2,3,song,Amber,True
33e277ec8a8973cdd92467ec0929a290571b2966222a70fa68e27b03f2947a96,17,Let It Go,2,5,song,Sapphire,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,0,Mulan - Disguised Soldier,3,1,character,Steel,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,1,Tipo - Growing Son,4,2,character,Sapphire,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,2,Angel - Experiment 624,2,4,character,Steel,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,3,Belle - Snowfield Strategist,2,4,character,Sapphire,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,4,Cinderella - Dream Come True,4,4,character,Sapphire,False
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,5,Namaari - Single-Minded Rival,2,5,character,Steel,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,6,Pete - Ghost of Christmas Future,2,5,character,Sapphire,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,7,Pluto - Steel Champion,2,5,character,Steel,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,8,Ariel - Sonic Warrior,4,6,character,Steel,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,9,Goliath - Clan Leader,4,6,character,Steel,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,10,Tinker Bell - Giant Fairy,4,6,character,Steel,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,11,Arthur - King Victorious,1,7,character,Steel,False
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,12,Hades - Infernal Schemer,3,7,character,Sapphire,False
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,13,Vincenzo Santorini - The Explosives Expert,3,7,character,Steel,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,14,Sail the Azurite Sea,4,2,action,Sapphire,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,15,But I'm Much Faster,2,1,song,Steel,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,16,Strength of a Raging Fire,4,3,song,Steel,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,17,He Hurled His Thunderbolt,4,4,song,Steel,False
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,18,Let It Go,2,5,song,Sapphire,True
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,19,Down in New Orleans,1,6,song,Sapphire,False
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,20,Beyond the Horizon,2,7,song,Steel,False
3eb68c1a9f0051cce8995c1538fcce1fe2639752ecb993b01ed65de15629e5fb,21,The Mob Song,1,10,song,Steel,False
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,0,Clarabelle - Clumsy Guest,4,1,character,Emerald,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,1,Tipo - Growing Son,4,2,character,Sapphire,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,2,Prince Phillip - Royal Explorer,4,3,character,Emerald,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,3,Cinderella - Dream Come True,4,4,character,Sapphire,False
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,4,Donald Duck - Perfect Gentleman,4,4,character,Emerald,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,5,John Silver - Alien Pirate,4,6,character,Emerald,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,6,Basil - Undercover Detective,3,7,character,Emerald,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,7,Clarabelle - Light on Her Hooves,4,7,character,Emerald,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,8,Prince Phillip - Vanquisher of Foes,4,9,character,Emerald,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,9,Develop Your Brain,4,1,action,Sapphire,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,10,Improvise,1,1,action,Emerald,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,11,Sail the Azurite Sea,4,2,action,Sapphire,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,12,Vision of the Future,4,2,action,Sapphire,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,13,Spooky Sight,1,6,action,Sapphire,False
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,14,Bend to My Will,1,7,action,Emerald,False
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,15,"Malicious, Mean, and Scary",4,3,song,Emerald,True
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,16,Mother Knows Best,2,3,song,Emerald,False
db56b9d9b36c6ff05fa98b01ec7753afbd127098b9740f4d6655bd82fa1f745a,17,You're Welcome,4,4,song,Emerald,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,0,Captain Hook - Forceful Duelist,4,1,character,Steel,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,1,Olaf - Helping Hand,4,1,character,Amethyst,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,2,Rafiki - Mystical Fighter,2,1,character,Amethyst,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,3,Black Heron - Real Bad Egg,4,2,character,Steel,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,4,Calhoun - Marine Sergeant,3,2,character,Steel,False
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,5,Doc - Bold Knight,3,2,character,Steel,False
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,6,Madam Mim - Tiny Adversary,3,2,character,Amethyst,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,7,Cheshire Cat - Inexplicable,4,3,character,Amethyst,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,8,Giant Cobra - Ghostly Serpent,4,3,character,Steel,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,9,Lexington - Small in Stature,3,3,character,Steel,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,10,Dumbo - Ninth Wonder of the Universe,3,4,character,Amethyst,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,11,Genie - Wish Fulfilled,4,4,character,Amethyst,False
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,12,Elsa - The Fifth Spirit,4,5,character,Amethyst,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,13,Hades - Looking for a Deal,4,5,character,Amethyst,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,14,Demona - Scourge of the Wyvern Clan,4,6,character,Amethyst,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,15,Strength of a Raging Fire,4,3,song,Steel,True
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,16,Can't Hold It Back Anymore,1,4,song,Amethyst,False
82858af4568680065fdad02780befab0006ced4b00e8ff0f55d1910ad9ecb9d7,17,He Hurled His Thunderbolt,2,4,song,Steel,False
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,0,Captain Hook - Forceful Duelist,4,1,character,Steel,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,1,Olaf - Helping Hand,3,1,character,Amethyst,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,2,Palace Guard - Spectral Sentry,3,1,character,Amethyst,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,3,Black Heron - Real Bad Egg,2,2,character,Steel,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,4,Calhoun - Marine Sergeant,3,2,character,Steel,False
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,5,Doc - Bold Knight,3,2,character,Steel,False
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,6,Madam Mim - Tiny Adversary,1,2,character,Amethyst,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,7,Violet Sabrewing - Senior Junior Woodchuck,2,2,character,Amethyst,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,8,Benja - Guardian of the Dragon Gem,2,3,character,Steel,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,9,Cheshire Cat - Inexplicable,2,3,character,Amethyst,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,10,Giant Cobra - Ghostly Serpent,4,3,character,Steel,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,11,Lexington - Small in Stature,2,3,character,Steel,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,12,Pete - Games Referee,4,3,character,Steel,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,13,The White Rose - Jewel of the Garden,2,3,character,Amethyst,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,14,Tinker Bell - Fast Flier,2,3,character,Amethyst,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,15,Dumbo - Ninth Wonder of the Universe,4,4,character,Amethyst,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,16,Genie - Wish Fulfilled,4,4,character,Amethyst,False
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,17,Elsa - The Fifth Spirit,4,5,character,Amethyst,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,18,Demona - Scourge of the Wyvern Clan,3,6,character,Amethyst,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,19,Magical Maneuvers,1,2,action,Amethyst,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,20,Strength of a Raging Fire,4,3,song,Steel,True
3578008b90b3f48e4604942d8777ccc1877caa10c95563f11a9303e77f87fb3c,21,He Hurled His Thunderbolt,2,4,song,Steel,False
9196f818df16fd145ca5c8b5eb1a845b30a903ba1d7f0441e50f0f4e948dca45,0,Basil - Practiced Detective,4,1,character,Sapphire,True
9196f818df16fd145ca5c8b5eb1a845b30a903ba1d7f0441e50f0f4e948dca45,1,Rafiki - Mystical Fighter,4,1,character,Amethyst,True
9196f818df16fd145ca5c8b5eb1a845b30a903ba1d7f0441e50f0f4e948dca45,2,Tipo - Growing Son,4,2,character,Sapphire,True
9196f818df16fd145ca5c8b5eb1a845b30a903ba1d7f0441e50f0f4e948dca45,3,Cheshire Cat - Inexplicable,3,3,character,Amethyst,True
9196f818df16fd145ca5c8b5eb1a845b30a903ba1d7f0441e50f0f4e948dca45,4,Dumbo - Ninth Wonder of the Universe,4,4,character,Amethyst,True
9196f818df16fd145ca5c8b5eb1a845b30a903ba1d7f0441e50f0f4e948dca45,5,Genie - Wish Fulfilled,4,4,character,Amethyst,False
9196f818df16fd145ca5c8b5eb1a845b30a903ba1d7f0441e50f0f4e948dca45,6,Iago - Giant Spectral Parrot,3,4,character,Amethyst,True
9196f818df16fd145ca5c8b5eb1a845b30a903ba1d7f0441e50f0f4e948dca45,7,Madam Mim - Elephant,2,4,character,Amethyst,True
9196f818df16fd145ca5c8b5eb1a845b30a903ba1d7f0441e50f0f4e948dca45,8,Belle - Accomplished Mystic,1,5,character,Amethyst,True
9196f818df16fd145ca5c8b5eb1a845b30a903ba1d7f0441e50f0f4e948dca45,9,Elsa - The Fifth Spirit,4,5,character,Amethyst,True
