deck_id,name,author,placement,tournament,inks,url,tournament_url,tournament_id,fingerprint,scraped_at,cards_count,source_index
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Lorcana Core Constructed Best Color Combos: Inks Tier List February 2026,,,refined gaming set 11 case tournament,,https://inkdecks.com/lorcana-metagame/inks,https://inkdecks.com/lorcana-tournaments/refined-gaming-set-11-case-tournament-tournament-decks-363188,363188,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2026-02-20T16:35:31.535Z,0,0
c25bc1390427d5372b58fcddf06c8f97dc0c774486e31b3bcb35582b1ba30925,JDRR BP by CaptainFershizz,,,refined gaming set 11 case tournament,Sapphire|Amethyst,https://inkdecks.com/lorcana-metagame/deck-jdrr-bp-499968,https://inkdecks.com/lorcana-tournaments/refined-gaming-set-11-case-tournament-tournament-decks-363188,363188,c25bc1390427d5372b58fcddf06c8f97dc0c774486e31b3bcb35582b1ba30925,2026-02-20T16:35:33.757Z,17,1
ba786cf6bd96c691e77054f01d149d96c75802ac89c06cac173748aae4fd1e02,Morado Steel S10 by Catalina Peña,,,desafio guayacan whispers in the well,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-morado-steel-s10-499953,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,ba786cf6bd96c691e77054f01d149d96c75802ac89c06cac173748aae4fd1e02,2026-02-20T16:36:58.362Z,19,18
2570312eb7c68ac821abec498dd7837c9aac3f26120be0c9850ffaaa7e7ac4b2,Hoy se gana en Guayacan by Edgar Garcilazo,,,desafio guayacan whispers in the well,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-hoy-se-gana-en-guayacan-499946,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,2570312eb7c68ac821abec498dd7837c9aac3f26120be0c9850ffaaa7e7ac4b2,2026-02-20T16:37:00.361Z,18,19
9ffba4ca8912de6f2f23292577064191a2753373b91f642e7e86d01b87189127,La Vaca y el Corcel by Jonathan D'Alessandro,,,desafio guayacan whispers in the well,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-la-vaca-y-el-corcel-499955,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,9ffba4ca8912de6f2f23292577064191a2753373b91f642e7e86d01b87189127,2026-02-20T16:37:02.367Z,17,20
33e05469730d9b3f10b3f70e1fa30441f061776263c0ddb3c26d4d4cdc2ec314,Dognado by Nicolas Gomez,,,desafio guayacan whispers in the well,Emerald|Amber,https://inkdecks.com/lorcana-metagame/deck-dognado-499963,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,33e05469730d9b3f10b3f70e1fa30441f061776263c0ddb3c26d4d4cdc2ec314,2026-02-20T16:37:04.379Z,21,21
83787a6b02f38bdbbd640da2873f694c6779c57a8ce0ca198c7a3067d3151c0c,Melfork Talquino by Rolando Carrasco,,,desafio guayacan whispers in the well,Emerald|Amethyst,https://inkdecks.com/lorcana-metagame/deck-melfork-talquino-499957,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,83787a6b02f38bdbbd640da2873f694c6779c57a8ce0ca198c7a3067d3151c0c,2026-02-20T16:37:06.376Z,19,22
78fadb24f8374959dda32bd576061aff9410c15747c3441e44e7fab0072cbade,steelple SS2 by Juan Manuel Aguila,,,desafio guayacan whispers in the well,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-steelple-ss2-499962,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,78fadb24f8374959dda32bd576061aff9410c15747c3441e44e7fab0072cbade,2026-02-20T16:37:08.386Z,23,23
debb2e84bfebf90a3ad866af999010f2756ca578d90a66739c9db017529aa5f2,Furratas VF by Lilia Abello,,,desafio guayacan whispers in the well,Sapphire|Steel,https://inkdecks.com/lorcana-metagame/deck-furratas-vf-499948,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,debb2e84bfebf90a3ad866af999010f2756ca578d90a66739c9db017529aa5f2,2026-02-20T16:37:10.385Z,20,24
cd6f3ca20ec6f5ac4de1d433e31b3879f8314d9424d0ecdeb60a7942fb07c0c4,YA-HA! by Cristian Reyes,,,desafio guayacan whispers in the well,Emerald|Steel,https://inkdecks.com/lorcana-metagame/deck-ya-ha-499961,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,cd6f3ca20ec6f5ac4de1d433e31b3879f8314d9424d0ecdeb60a7942fb07c0c4,2026-02-20T16:37:12.388Z,16,25
8792501858881bca3a35d89dbb61f78bb86fe6ce2ba900c5081e9817c25bf653,last flower in the farm🌹 by Joaquin Godoy,,,desafio guayacan whispers in the well,Sapphire|Amethyst,https://inkdecks.com/lorcana-metagame/deck-last-flower-in-the-farm-499958,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,8792501858881bca3a35d89dbb61f78bb86fe6ce2ba900c5081e9817c25bf653,2026-02-20T16:37:14.395Z,18,26
ba03f690a65bf661f830eccdb620cca0216b1410e6d63258da820d4593977329,KatDog by Katherina Reyes,,,desafio guayacan whispers in the well,Emerald|Amber,https://inkdecks.com/lorcana-metagame/deck-katdog-499952,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,ba03f690a65bf661f830eccdb620cca0216b1410e6d63258da820d4593977329,2026-02-20T16:37:18.411Z,18,27
0704bc1d4b634e6d92b12700623e28b5dcc99424e670798d685a32d7e40c1ad3,AmethGreen by Catalina Cordero,,,desafio guayacan whispers in the well,Emerald|Amethyst,https://inkdecks.com/lorcana-metagame/deck-amethgreen-499959,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,0704bc1d4b634e6d92b12700623e28b5dcc99424e670798d685a32d7e40c1ad3,2026-02-20T16:37:20.423Z,17,28
44b5ae3a98ce347ec28fda8f38592fc194e3ba06ddb7401cac010bd75824020f,Exótico by Catalina Palma,,,desafio guayacan whispers in the well,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-exotico-499956,https://inkdecks.com/lorcana-tournaments/desafio-guayacan-whispers-in-the-well-tournament-decks-363187,363187,44b5ae3a98ce347ec28fda8f38592fc194e3ba06ddb7401cac010bd75824020f,2026-02-20T16:37:22.426Z,22,29
1b58751f436959918fcefc6b1f036ed39d0445b61d00b3e656de3afbe366bf85,Jastin Ally by Cre8,,,winterspell 2 box tourney,Steel|Sapphire,https://inkdecks.com/lorcana-metagame/deck-jastin-ally-499987,https://inkdecks.com/lorcana-tournaments/winterspell-2-box-tourney-tournament-decks-363189,363189,1b58751f436959918fcefc6b1f036ed39d0445b61d00b3e656de3afbe366bf85,2026-02-20T16:38:13.088Z,19,30
06e33913332be37982eb0304f7a47e4734c2fdd1ebc36cc9a4b09a3161aa5048,P\S 🔥🦹‍♂️ by ALPHAJBO,,,deck dice tournament 2 0,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-p-s-499912,https://inkdecks.com/lorcana-tournaments/deck-dice-tournament-2-0-tournament-decks-363186,363186,06e33913332be37982eb0304f7a47e4734c2fdd1ebc36cc9a4b09a3161aa5048,2026-02-20T16:38:35.584Z,19,31
a34a353bc8e2aa6127dfcf25cfcd98a9037df747adf0b616e6990b0800267e18,BP by LoSo - Strenuous,,,deck dice tournament 2 0,Sapphire|Amethyst,https://inkdecks.com/lorcana-metagame/deck-bp-499927,https://inkdecks.com/lorcana-tournaments/deck-dice-tournament-2-0-tournament-decks-363186,363186,a34a353bc8e2aa6127dfcf25cfcd98a9037df747adf0b616e6990b0800267e18,2026-02-20T16:38:37.601Z,18,32
4e9c114a631df4a6aafa542bda8dad9200bb0cb6ee477dc4ac5fd884b91871e3,Fortify Lemons by ThePurplePanzy,,,deck dice tournament 2 0,Amber|Emerald,https://inkdecks.com/lorcana-metagame/deck-fortify-lemons-499913,https://inkdecks.com/lorcana-tournaments/deck-dice-tournament-2-0-tournament-decks-363186,363186,4e9c114a631df4a6aafa542bda8dad9200bb0cb6ee477dc4ac5fd884b91871e3,2026-02-20T16:38:39.595Z,15,33
a07cc5bb7666d56eb449bfa3dc5a6330f943f2ac3947793118f37e68e70392e0,G/B by Robin W,,,ccq occitan ink tome ii montpellier day 1 standings,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-g-b-499698,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,a07cc5bb7666d56eb449bfa3dc5a6330f943f2ac3947793118f37e68e70392e0,2026-02-20T16:39:12.862Z,17,34
e2e3549ea0c1a39ee3207dee29b35c7aebebdd51ba752f73c22a5c9065f8681a,L'amis des chiens by Anthony B,,,ccq occitan ink tome ii montpellier day 1 standings,Emerald|Amber,https://inkdecks.com/lorcana-metagame/deck-l-amis-des-chiens-499699,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,e2e3549ea0c1a39ee3207dee29b35c7aebebdd51ba752f73c22a5c9065f8681a,2026-02-20T16:39:14.506Z,19,35
aefaf05cfbf8986a6da7cc282b3a0e12fc9a2e1c5cd13c37976566232e481a86,Top Deck Rose by Damien K,,,ccq occitan ink tome ii montpellier day 1 standings,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-top-deck-rose-499700,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,aefaf05cfbf8986a6da7cc282b3a0e12fc9a2e1c5cd13c37976566232e481a86,2026-02-20T16:39:16.491Z,23,36
c930472216ee3f8aaa8835b84eee20224a660914783aba4f3d8e5b22ba930011,Meuh by johan b,,,ccq occitan ink tome ii montpellier day 1 standings,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-meuh-499701,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,c930472216ee3f8aaa8835b84eee20224a660914783aba4f3d8e5b22ba930011,2026-02-20T16:39:18.497Z,17,37
691ac6a9a1819c5fd0e74894f09cf80dd4a8d6454bb26e9f6ec798edb5960c0b,Ekhis le chval by Loïc S,,,ccq occitan ink tome ii montpellier day 1 standings,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-ekhis-le-chval-499702,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,691ac6a9a1819c5fd0e74894f09cf80dd4a8d6454bb26e9f6ec798edb5960c0b,2026-02-20T16:39:20.496Z,16,38
f4d7b06f6cc76797211772b306acdbce697a96311fed7a7e341de863fb33a019,CCQ : Occitan'ink Tome II Deck Submission by Ghislain R,,,ccq occitan ink tome ii montpellier day 1 standings,Sapphire|Emerald,https://inkdecks.com/lorcana-metagame/deck-ccq-occitan-ink-tome-ii-deck-submission-499703,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,f4d7b06f6cc76797211772b306acdbce697a96311fed7a7e341de863fb33a019,2026-02-20T16:39:22.512Z,18,39
82638e3234eaf716a884d68c8e0ef71ec4055eb7deba2dde97d6de8121e8389b,CCQ : Occitan'ink Tome II Deck Submission by Tobie F,,,ccq occitan ink tome ii montpellier day 1 standings,Amber|Amethyst,https://inkdecks.com/lorcana-metagame/deck-ccq-occitan-ink-tome-ii-deck-submission-499704,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,82638e3234eaf716a884d68c8e0ef71ec4055eb7deba2dde97d6de8121e8389b,2026-02-20T16:39:24.526Z,21,40
529e2a9300c2be91e2b684d1843c403cae497d01f48f8a365c339ca308d81c47,Violet gris forever by Maugan B,,,ccq occitan ink tome ii montpellier day 1 standings,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-violet-gris-forever-499705,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,529e2a9300c2be91e2b684d1843c403cae497d01f48f8a365c339ca308d81c47,2026-02-20T16:39:26.530Z,20,41
0ac947ebb001853b81ac5d4550e923b54f3cd1df121ec36f6bd222bf2eb8a843,Amber Amethyst by Michelle P,,,ccq occitan ink tome ii montpellier day 1 standings,Amber|Amethyst,https://inkdecks.com/lorcana-metagame/deck-amber-amethyst-499706,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,0ac947ebb001853b81ac5d4550e923b54f3cd1df121ec36f6bd222bf2eb8a843,2026-02-20T16:39:28.542Z,18,42
5506ecddde2cf4a192bcc7aab1bd6cfb6c2dba486e86abc56b377784934e3d15,PS LAST DANCE by Julien S,,,ccq occitan ink tome ii montpellier day 1 standings,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-ps-last-dance-499707,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,5506ecddde2cf4a192bcc7aab1bd6cfb6c2dba486e86abc56b377784934e3d15,2026-02-20T16:39:30.561Z,21,43
6cec3ad98fd6f9fb20fc87f0b64b31a7940ddcf1e6f2790a7d3adf6a14c4cf00,Sapphire Emerald by Nicolas P,,,ccq occitan ink tome ii montpellier day 1 standings,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-sapphire-emerald-499708,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,6cec3ad98fd6f9fb20fc87f0b64b31a7940ddcf1e6f2790a7d3adf6a14c4cf00,2026-02-20T16:39:32.591Z,16,44
1d624dc830371f7c6d8ddf4e6edf50efcfd2a8fb8ba38e566cce1bf8f3200115,chris555 by Chrys 5,,,ccq occitan ink tome ii montpellier day 1 standings,Amethyst|Ruby,https://inkdecks.com/lorcana-metagame/deck-chris555-499709,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,1d624dc830371f7c6d8ddf4e6edf50efcfd2a8fb8ba38e566cce1bf8f3200115,2026-02-20T16:39:34.589Z,20,45
8bb5503c8675ee5585d2cae5dd0aa99ab07ffce8b402a3efeee40c974e8ddcc9,Bleu / Vert - MMV - Aggro by Mélissa R,,,ccq occitan ink tome ii montpellier day 1 standings,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-bleu-vert-mmv-aggro-499710,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,8bb5503c8675ee5585d2cae5dd0aa99ab07ffce8b402a3efeee40c974e8ddcc9,2026-02-20T16:39:36.592Z,16,46
a429ace43bd1f3cc01a76badd06442477f0a8056bbd78d78babd937b0479c37d,Sapphire Emerald by Hieu H,,,ccq occitan ink tome ii montpellier day 1 standings,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-sapphire-emerald-499711,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,a429ace43bd1f3cc01a76badd06442477f0a8056bbd78d78babd937b0479c37d,2026-02-20T16:39:38.607Z,18,47
f7c0033a175a170b092e1de3be67e7e575e61975326cf18d5fa99cac949c5a4b,MontPeuul by B E,,,ccq occitan ink tome ii montpellier day 1 standings,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-montpeuul-499712,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,f7c0033a175a170b092e1de3be67e7e575e61975326cf18d5fa99cac949c5a4b,2026-02-20T16:39:40.612Z,19,48
a8edf505904d143019ba1eeda7c25fd4ad8978444d30080be575b58a92618b0d,bp magueule by Martin B,,,ccq occitan ink tome ii montpellier day 1 standings,Sapphire|Amethyst,https://inkdecks.com/lorcana-metagame/deck-bp-magueule-499713,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,a8edf505904d143019ba1eeda7c25fd4ad8978444d30080be575b58a92618b0d,2026-02-20T16:39:42.621Z,18,49
9589e6f878b5b4ec063c776422712a9c4438033c4bc8d4b147a1b638df6dc718,Sapphire Emerald by Luca L,,,ccq occitan ink tome ii montpellier day 1 standings,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-sapphire-emerald-499714,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,9589e6f878b5b4ec063c776422712a9c4438033c4bc8d4b147a1b638df6dc718,2026-02-20T16:39:44.635Z,20,50
014bd393242cfc3cd129d2391cb023c19b0929743d3dfb13fa84f42a261f2543,deck muselière by Paresseux p,,,ccq occitan ink tome ii montpellier day 1 standings,Emerald|Sapphire,https://inkdecks.com/lorcana-metagame/deck-deck-museliere-499715,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,014bd393242cfc3cd129d2391cb023c19b0929743d3dfb13fa84f42a261f2543,2026-02-20T16:39:46.649Z,20,51
037d21c5f357bf05fe26e97b518ca922fb19e199bcef7f9d0ed225d78cadce6b,Lantern Strikes! by Alex N,,,ccq occitan ink tome ii montpellier day 1 standings,Amber|Amethyst,https://inkdecks.com/lorcana-metagame/deck-lantern-strikes-499716,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,037d21c5f357bf05fe26e97b518ca922fb19e199bcef7f9d0ed225d78cadce6b,2026-02-20T16:39:48.654Z,20,52
047c66704d7b809e2b1d93860b24ead0ed5dc0c8ccf87cd6abfcbd2b7f6e7640,Highlander by Jeremy I,,,ccq occitan ink tome ii montpellier day 1 standings,Steel|Amethyst,https://inkdecks.com/lorcana-metagame/deck-highlander-499717,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,047c66704d7b809e2b1d93860b24ead0ed5dc0c8ccf87cd6abfcbd2b7f6e7640,2026-02-20T16:39:50.669Z,23,53
97ce6011b3b1437d38ec61ec4086eeb0a2b74535095722a641f32255bae5e437,Blue Steel Allies by Logan S,,,ccq occitan ink tome ii montpellier day 1 standings,Steel|Sapphire,https://inkdecks.com/lorcana-metagame/deck-blue-steel-allies-499718,https://inkdecks.com/lorcana-tournaments/ccq-occitan-ink-tome-ii-montpellier-day-1-standings-tournament-decks-363183,363183,97ce6011b3b1437d38ec61ec4086eeb0a2b74535095722a641f32255bae5e437,2026-02-20T16:39:52.677Z,17,54
